State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
NE,Cass County,31025,Medium metro,10.00,260.00
NE,Cedar County,31027,Noncore,21.00,115.00
NE,Cheyenne County,31033,Noncore,15.00,153.00
NE,Clay County,31035,Noncore,10.00,81.00
NE,Cuming County,31039,Noncore,17.00,146.00
NE,Dakota County,31043,Small metro,21.00,168.00
NE,Dawes County,31045,Noncore,20.00,139.00
NE,Dawson County,31047,Micropolitan,33.00,307.00
NE,Dodge County,31053,Micropolitan,77.00,679.00
NE,Douglas County,31055,Medium metro,1059.00,9221.00
NE,Fillmore County,31059,Noncore,12.00,105.00
NE,Gage County,31067,Micropolitan,23.00,376.00
NE,Hall County,31079,Small metro,139.00,980.00
NE,Hamilton County,31081,Small metro,22.00,135.00
NE,Holt County,31089,Noncore,11.00,156.00
NE,Howard County,31093,Small metro,13.00,110.00
NE,Lancaster County,31109,Medium metro,438.00,4804.00
NE,Lincoln County,31111,Micropolitan,95.00,749.00
NE,Madison County,31119,Micropolitan,83.00,641.00
NE,Morrill County,31123,Noncore,11.00,104.00
NE,Nemaha County,31127,Noncore,18.00,117.00
NE,Nuckolls County,31129,Noncore,13.00,92.00
NE,Perkins County,31135,Noncore,12.00,63.00
NE,Phelps County,31137,Noncore,16.00,180.00
NE,Pierce County,31139,Micropolitan,14.00,100.00
NE,Platte County,31141,Micropolitan,42.00,404.00
NE,Polk County,31143,Noncore,16.00,109.00
NE,Red Willow County,31145,Noncore,16.00,201.00
NE,Richardson County,31147,Noncore,13.00,173.00
NE,Sarpy County,31153,Medium metro,85.00,1415.00
NE,Scotts Bluff County,31157,Micropolitan,118.00,781.00
NE,Seward County,31159,Medium metro,18.00,206.00
NE,Sheridan County,31161,Noncore,18.00,116.00
NE,Washington County,31177,Medium metro,17.00,234.00
NE,Wayne County,31179,Noncore,10.00,107.00
NH,Belknap County,33001,Micropolitan,102.00,1074.00
NH,Carroll County,33003,Noncore,11.00,729.00
NH,Cheshire County,33005,Micropolitan,43.00,1135.00
NH,Coos County,33007,Micropolitan,44.00,659.00
NH,Grafton County,33009,Micropolitan,49.00,2318.00
NH,Hillsborough County,33011,Medium metro,663.00,6026.00
NH,Merrimack County,33013,Micropolitan,123.00,2527.00
NH,Rockingham County,33015,Large fringe metro,221.00,3800.00
NH,Strafford County,33017,Large fringe metro,94.00,2007.00
NH,Sullivan County,33019,Micropolitan,21.00,550.00
NJ,Atlantic County,34001,Medium metro,640.00,5275.00
NJ,Bergen County,34003,Large fringe metro,3181.00,14864.00
NJ,Burlington County,34005,Large fringe metro,785.00,6262.00
NJ,Camden County,34007,Large fringe metro,1339.00,10779.00
NJ,Cape May County,34009,Small metro,159.00,1905.00
NJ,Cumberland County,34011,Small metro,376.00,2746.00
NJ,Essex County,34013,Large central metro,3075.00,13553.00
NJ,Gloucester County,34015,Large fringe metro,583.00,4634.00
NJ,Hudson County,34017,Large central metro,1711.00,6947.00
NJ,Hunterdon County,34019,Large fringe metro,167.00,1405.00
NJ,Mercer County,34021,Medium metro,853.00,5225.00
NJ,Middlesex County,34023,Large fringe metro,2433.00,12681.00
NJ,Monmouth County,34025,Large fringe metro,1686.00,11261.00
NJ,Morris County,34027,Large fringe metro,1567.00,8803.00
NJ,Ocean County,34029,Large fringe metro,1789.00,12005.00
NJ,Passaic County,34031,Large fringe metro,1595.00,7039.00
NJ,Salem County,34033,Large fringe metro,114.00,1114.00
NJ,Somerset County,34035,Large fringe metro,640.00,3869.00
NJ,Sussex County,34037,Large fringe metro,241.00,2014.00
NJ,Union County,34039,Large central metro,1637.00,8028.00
NJ,Warren County,34041,Medium metro,228.00,1631.00
NM,Bernalillo County,35001,Medium metro,1678.00,13286.00
NM,Chaves County,35005,Micropolitan,150.00,1106.00
NM,Cibola County,35006,Micropolitan,62.00,399.00
NM,Colfax County,35007,Noncore,31.00,227.00
NM,Curry County,35009,Micropolitan,65.00,624.00
NM,Dona Ana County,35013,Small metro,469.00,3494.00
NM,Eddy County,35015,Micropolitan,80.00,781.00
NM,Grant County,35017,Micropolitan,24.00,519.00
NM,Lea County,35025,Micropolitan,91.00,752.00
NM,Lincoln County,35027,Noncore,18.00,270.00
NM,Luna County,35029,Micropolitan,27.00,380.00
NM,McKinley County,35031,Micropolitan,209.00,1065.00
NM,Otero County,35035,Micropolitan,47.00,959.00
NM,Rio Arriba County,35039,Micropolitan,40.00,568.00
NM,Roosevelt County,35041,Micropolitan,20.00,187.00
NM,Sandoval County,35043,Medium metro,410.00,2420.00
NM,San Juan County,35045,Small metro,461.00,2155.00
NM,Santa Fe County,35049,Small metro,184.00,2369.00
NM,Sierra County,35051,Noncore,45.00,342.00
NM,Socorro County,35053,Noncore,22.00,235.00
NM,Taos County,35055,Micropolitan,40.00,476.00
NM,Valencia County,35061,Medium metro,33.00,854.00
NV,Churchill County,32001,Micropolitan,54.00,457.00
NV,Clark County,32003,Large central metro,4789.00,34375.00
NV,Douglas County,32005,Micropolitan,34.00,654.00
NV,Elko County,32007,Micropolitan,33.00,490.00
NV,Lyon County,32019,Micropolitan,11.00,740.00
NV,Nye County,32023,Micropolitan,21.00,871.00
NV,Washoe County,32031,Medium metro,812.00,8380.00
NV,Carson City,32510,Small metro,188.00,1877.00
NY,Albany County,36001,Medium metro,690.00,6805.00
NY,Allegany County,36003,Noncore,69.00,674.00
NY,Bronx County,36005,Large central metro,5750.00,24215.00
NY,Broome County,36007,Small metro,483.00,4176.00
NY,Cattaraugus County,36009,Micropolitan,99.00,1291.00
NY,Cayuga County,36011,Micropolitan,92.00,1200.00
NY,Chautauqua County,36013,Micropolitan,153.00,2054.00
NY,Chemung County,36015,Small metro,179.00,1602.00
NY,Chenango County,36017,Noncore,73.00,805.00
NY,Clinton County,36019,Micropolitan,47.00,1325.00
NY,Columbia County,36021,Micropolitan,120.00,1038.00
NY,Cortland County,36023,Micropolitan,73.00,694.00
NY,Delaware County,36025,Noncore,27.00,679.00
NY,Dutchess County,36027,Large fringe metro,578.00,4760.00
NY,Erie County,36029,Large central metro,2372.00,18335.00
NY,Essex County,36031,Noncore,16.00,556.00
NY,Franklin County,36033,Micropolitan,14.00,659.00
NY,Fulton County,36035,Micropolitan,92.00,874.00
NY,Genesee County,36037,Micropolitan,134.00,964.00
NY,Greene County,36039,Noncore,17.00,563.00
NY,Herkimer County,36043,Medium metro,62.00,743.00
NY,Jefferson County,36045,Small metro,80.00,1359.00
NY,Kings County,36047,Large central metro,8584.00,32645.00
NY,Lewis County,36049,Noncore,19.00,302.00
NY,Livingston County,36051,Large fringe metro,51.00,638.00
NY,Madison County,36053,Medium metro,89.00,934.00
NY,Monroe County,36055,Large central metro,1612.00,14141.00
NY,Montgomery County,36057,Micropolitan,121.00,1035.00
NY,Nassau County,36059,Large fringe metro,4886.00,22935.00
NY,New York County,36061,Large central metro,5916.00,27225.00
NY,Niagara County,36063,Large fringe metro,317.00,3611.00
NY,Oneida County,36065,Medium metro,616.00,4698.00
NY,Onondaga County,36067,Medium metro,1022.00,9546.00
NY,Ontario County,36069,Large fringe metro,146.00,1760.00
NY,Orange County,36071,Large fringe metro,885.00,5139.00
NY,Orleans County,36073,Large fringe metro,60.00,501.00
NY,Oswego County,36075,Medium metro,84.00,1263.00
NY,Otsego County,36077,Micropolitan,115.00,1368.00
NY,Putnam County,36079,Large fringe metro,101.00,894.00
NY,Queens County,36081,Large central metro,7535.00,27722.00
NY,Rensselaer County,36083,Medium metro,144.00,2413.00
NY,Richmond County,36085,Large central metro,1645.00,7210.00
NY,Rockland County,36087,Large fringe metro,992.00,4245.00
NY,St. Lawrence County,36089,Micropolitan,96.00,1542.00
NY,Saratoga County,36091,Medium metro,150.00,2478.00
NY,Schenectady County,36093,Medium metro,199.00,2714.00
NY,Seneca County,36099,Micropolitan,37.00,360.00
NY,Steuben County,36101,Micropolitan,145.00,1568.00
NY,Suffolk County,36103,Large fringe metro,4514.00,24069.00
NY,Sullivan County,36105,Noncore,85.00,1054.00
NY,Tioga County,36107,Small metro,50.00,487.00
NY,Tompkins County,36109,Small metro,68.00,1136.00
NY,Ulster County,36111,Small metro,185.00,2316.00
NY,Warren County,36113,Small metro,110.00,1564.00
NY,Washington County,36115,Small metro,47.00,857.00
NY,Wayne County,36117,Large fringe metro,66.00,1043.00
NY,Westchester County,36119,Large fringe metro,2965.00,13669.00
NY,Wyoming County,36121,Noncore,39.00,545.00
NY,Yates County,36123,Large fringe metro,30.00,419.00
OH,Adams County,39001,Noncore,27.00,486.00
OH,Allen County,39003,Small metro,406.00,2590.00
OH,Ashland County,39005,Micropolitan,98.00,878.00
OH,Ashtabula County,39007,Micropolitan,164.00,1708.00
OH,Athens County,39009,Micropolitan,49.00,738.00
OH,Auglaize County,39011,Micropolitan,76.00,699.00
OH,Belmont County,39013,Small metro,89.00,965.00
OH,Brown County,39015,Large fringe metro,26.00,610.00
OH,Butler County,39017,Large fringe metro,589.00,5603.00
OH,Carroll County,39019,Medium metro,12.00,294.00
OH,Champaign County,39021,Micropolitan,31.00,463.00
OH,Clark County,39023,Small metro,283.00,2819.00
OH,Clermont County,39025,Large fringe metro,137.00,2062.00
OH,Clinton County,39027,Micropolitan,47.00,619.00
OH,Columbiana County,39029,Micropolitan,206.00,1868.00
OH,Coshocton County,39031,Micropolitan,29.00,520.00
OH,Crawford County,39033,Micropolitan,87.00,831.00
OH,Cuyahoga County,39035,Large central metro,3087.00,28572.00
OH,Darke County,39037,Micropolitan,93.00,874.00
OH,Defiance County,39039,Micropolitan,92.00,969.00
OH,Delaware County,39041,Large fringe metro,95.00,1567.00
OH,Erie County,39043,Micropolitan,220.00,1869.00
OH,Fairfield County,39045,Large fringe metro,201.00,2326.00
OH,Fayette County,39047,Micropolitan,32.00,487.00
OH,Franklin County,39049,Large central metro,2601.00,23792.00
OH,Fulton County,39051,Medium metro,46.00,478.00
OH,Gallia County,39053,Micropolitan,87.00,708.00
OH,Geauga County,39055,Large fringe metro,202.00,1569.00
OH,Greene County,39057,Medium metro,258.00,2163.00
OH,Guernsey County,39059,Micropolitan,31.00,663.00
OH,Hamilton County,39061,Large central metro,1849.00,17610.00
OH,Hancock County,39063,Micropolitan,206.00,1582.00
OH,Hardin County,39065,Noncore,27.00,394.00
OH,Harrison County,39067,Noncore,24.00,270.00
OH,Henry County,39069,Noncore,39.00,301.00
OH,Highland County,39071,Noncore,46.00,643.00
OH,Hocking County,39073,Large fringe metro,29.00,342.00
OH,Holmes County,39075,Noncore,102.00,579.00
OH,Huron County,39077,Micropolitan,100.00,931.00
OH,Jackson County,39079,Micropolitan,36.00,581.00
OH,Jefferson County,39081,Small metro,145.00,1465.00
OH,Knox County,39083,Micropolitan,89.00,997.00
OH,Lake County,39085,Large fringe metro,340.00,3578.00
OH,Lawrence County,39087,Medium metro,38.00,710.00
OH,Licking County,39089,Large fringe metro,197.00,2535.00
OH,Logan County,39091,Micropolitan,57.00,639.00
OH,Lorain County,39093,Large fringe metro,518.00,4806.00
OH,Lucas County,39095,Medium metro,1326.00,10068.00
OH,Madison County,39097,Large fringe metro,29.00,484.00
OH,Mahoning County,39099,Medium metro,781.00,6305.00
OH,Marion County,39101,Micropolitan,204.00,1291.00
OH,Medina County,39103,Large fringe metro,188.00,2156.00
OH,Meigs County,39105,Noncore,15.00,368.00
OH,Mercer County,39107,Micropolitan,71.00,570.00
OH,Miami County,39109,Medium metro,164.00,1721.00
OH,Monroe County,39111,Noncore,13.00,186.00
OH,Montgomery County,39113,Medium metro,1653.00,13584.00
OH,Morgan County,39115,Noncore,24.00,257.00
OH,Morrow County,39117,Large fringe metro,26.00,378.00
OH,Muskingum County,39119,Micropolitan,202.00,2013.00
OH,Noble County,39121,Noncore,33.00,170.00
OH,Ottawa County,39123,Micropolitan,48.00,547.00
OH,Paulding County,39125,Noncore,25.00,211.00
OH,Perry County,39127,Large fringe metro,20.00,426.00
OH,Pickaway County,39129,Large fringe metro,89.00,778.00
OH,Portage County,39133,Medium metro,181.00,2216.00
OH,Preble County,39135,Noncore,32.00,483.00
OH,Putnam County,39137,Noncore,55.00,402.00
OH,Richland County,39139,Small metro,236.00,2413.00
OH,Ross County,39141,Micropolitan,192.00,1742.00
OH,Sandusky County,39143,Micropolitan,95.00,963.00
OH,Scioto County,39145,Micropolitan,152.00,2004.00
OH,Seneca County,39147,Micropolitan,88.00,792.00
OH,Shelby County,39149,Micropolitan,56.00,638.00
OH,Stark County,39151,Medium metro,1119.00,8315.00
OH,Summit County,39153,Medium metro,1171.00,10916.00
OH,Trumbull County,39155,Medium metro,396.00,3636.00
OH,Tuscarawas County,39157,Micropolitan,253.00,1846.00
OH,Union County,39159,Large fringe metro,37.00,571.00
OH,Van Wert County,39161,Micropolitan,47.00,390.00
OH,Vinton County,39163,Noncore,10.00,170.00
OH,Warren County,39165,Large fringe metro,269.00,3139.00
OH,Washington County,39167,Micropolitan,165.00,1437.00
OH,Wayne County,39169,Micropolitan,223.00,1913.00
OH,Williams County,39171,Noncore,69.00,475.00
OH,Wood County,39173,Medium metro,148.00,2014.00
OH,Wyandot County,39175,Noncore,39.00,354.00
OK,Adair County,40001,Noncore,18.00,267.00
OK,Atoka County,40005,Noncore,15.00,194.00
OK,Beckham County,40009,Micropolitan,63.00,404.00
OK,Blaine County,40011,Noncore,12.00,160.00
OK,Bryan County,40013,Micropolitan,110.00,854.00
OK,Caddo County,40015,Noncore,44.00,409.00
OK,Canadian County,40017,Large fringe metro,116.00,1234.00
OK,Carter County,40019,Micropolitan,148.00,1040.00
OK,Cherokee County,40021,Micropolitan,109.00,822.00
OK,Choctaw County,40023,Noncore,20.00,286.00
OK,Cleveland County,40027,Large fringe metro,459.00,3512.00
OK,Coal County,40029,Noncore,10.00,114.00
OK,Comanche County,40031,Small metro,229.00,1941.00
OK,Craig County,40035,Noncore,13.00,244.00
OK,Creek County,40037,Medium metro,65.00,912.00
OK,Custer County,40039,Micropolitan,70.00,485.00
OK,Delaware County,40041,Noncore,92.00,793.00
OK,Dewey County,40043,Noncore,12.00,96.00
OK,Garfield County,40047,Micropolitan,206.00,1280.00
OK,Garvin County,40049,Noncore,46.00,428.00
OK,Grady County,40051,Large fringe metro,82.00,755.00
OK,Greer County,40055,Noncore,11.00,86.00
OK,Hughes County,40063,Noncore,20.00,242.00
OK,Jackson County,40065,Micropolitan,69.00,392.00
OK,Jefferson County,40067,Noncore,10.00,89.00
OK,Johnston County,40069,Noncore,15.00,143.00
OK,Kay County,40071,Micropolitan,109.00,822.00
OK,Kingfisher County,40073,Noncore,29.00,202.00
OK,Kiowa County,40075,Noncore,22.00,183.00
OK,Le Flore County,40079,Medium metro,30.00,662.00
OK,Lincoln County,40081,Large fringe metro,28.00,430.00
OK,Logan County,40083,Large fringe metro,39.00,429.00
OK,Love County,40085,Noncore,27.00,175.00
OK,McClain County,40087,Large fringe metro,29.00,428.00
OK,McCurtain County,40089,Noncore,42.00,547.00
OK,McIntosh County,40091,Noncore,15.00,324.00
OK,Major County,40093,Noncore,18.00,137.00
OK,Mayes County,40097,Noncore,29.00,543.00
OK,Murray County,40099,Noncore,24.00,270.00
OK,Muskogee County,40101,Micropolitan,230.00,1654.00
OK,Noble County,40103,Noncore,11.00,167.00
OK,Okfuskee County,40107,Noncore,11.00,204.00
OK,Oklahoma County,40109,Large central metro,2569.00,18240.00
OK,Okmulgee County,40111,Medium metro,39.00,554.00
OK,Osage County,40113,Medium metro,26.00,438.00
OK,Ottawa County,40115,Micropolitan,58.00,536.00
OK,Pawnee County,40117,Medium metro,13.00,245.00
OK,Payne County,40119,Micropolitan,83.00,897.00
OK,Pittsburg County,40121,Micropolitan,131.00,1010.00
OK,Pontotoc County,40123,Micropolitan,123.00,738.00
OK,Pottawatomie County,40125,Micropolitan,162.00,1429.00
OK,Pushmataha County,40127,Noncore,11.00,201.00
OK,Rogers County,40131,Medium metro,83.00,1181.00
OK,Seminole County,40133,Noncore,20.00,390.00
OK,Sequoyah County,40135,Medium metro,33.00,600.00
OK,Stephens County,40137,Micropolitan,130.00,912.00
OK,Texas County,40139,Micropolitan,21.00,173.00
OK,Tulsa County,40143,Medium metro,2132.00,15011.00
OK,Wagoner County,40145,Medium metro,20.00,612.00
OK,Washington County,40147,Micropolitan,169.00,1255.00
OK,Washita County,40149,Noncore,15.00,161.00
OK,Woods County,40151,Noncore,18.00,118.00
OK,Woodward County,40153,Micropolitan,51.00,304.00
OR,Benton County,41003,Small metro,43.00,1116.00
OR,Clackamas County,41005,Large fringe metro,228.00,5614.00
OR,Columbia County,41009,Large fringe metro,12.00,438.00
OR,Coos County,41011,Micropolitan,31.00,1388.00
OR,Crook County,41013,Micropolitan,12.00,344.00
OR,Deschutes County,41017,Small metro,151.00,2872.00
OR,Douglas County,41019,Micropolitan,70.00,2473.00
OR,Hood River County,41027,Micropolitan,21.00,284.00
OR,Jackson County,41029,Small metro,154.00,4190.00
OR,Jefferson County,41031,Noncore,10.00,333.00
OR,Josephine County,41033,Small metro,68.00,1948.00
OR,Klamath County,41035,Micropolitan,76.00,1355.00
OR,Lane County,41039,Medium metro,160.00,6568.00
OR,Lincoln County,41041,Micropolitan,17.00,865.00
OR,Linn County,41043,Small metro,56.00,2174.00
OR,Malheur County,41045,Micropolitan,20.00,467.00
OR,Marion County,41047,Medium metro,287.00,4843.00
OR,Multnomah County,41051,Large central metro,813.00,11797.00
OR,Polk County,41053,Medium metro,24.00,905.00
OR,Umatilla County,41059,Micropolitan,59.00,1000.00
OR,Union County,41061,Micropolitan,16.00,414.00
OR,Wasco County,41065,Micropolitan,30.00,507.00
OR,Washington County,41067,Large fringe metro,335.00,6019.00
OR,Yamhill County,41071,Large fringe metro,66.00,1508.00
PA,Adams County,42001,Small metro,144.00,1481.00
PA,Allegheny County,42003,Large central metro,2747.00,28780.00
PA,Armstrong County,42005,Large fringe metro,94.00,1037.00
PA,Beaver County,42007,Large fringe metro,342.00,3233.00
PA,Bedford County,42009,Noncore,64.00,704.00
PA,Berks County,42011,Medium metro,963.00,6823.00
PA,Blair County,42013,Small metro,432.00,3411.00
PA,Bradford County,42015,Micropolitan,159.00,1584.00
PA,Bucks County,42017,Large fringe metro,1253.00,10387.00
PA,Butler County,42019,Large fringe metro,428.00,3408.00
PA,Cambria County,42021,Small metro,449.00,3162.00
PA,Carbon County,42025,Medium metro,124.00,1058.00
PA,Centre County,42027,Small metro,237.00,1878.00
PA,Chester County,42029,Large fringe metro,944.00,7236.00
PA,Clarion County,42031,Noncore,75.00,657.00
PA,Clearfield County,42033,Micropolitan,167.00,1655.00
PA,Clinton County,42035,Micropolitan,24.00,463.00
PA,Columbia County,42037,Small metro,68.00,851.00
PA,Crawford County,42039,Micropolitan,147.00,1537.00
PA,Cumberland County,42041,Medium metro,637.00,4597.00
PA,Dauphin County,42043,Medium metro,736.00,6009.00
PA,Delaware County,42045,Large fringe metro,1340.00,8963.00
PA,Elk County,42047,Noncore,29.00,460.00
PA,Erie County,42049,Medium metro,530.00,5850.00
PA,Fayette County,42051,Large fringe metro,280.00,2450.00
PA,Forest County,42053,Noncore,16.00,115.00
PA,Franklin County,42055,Small metro,387.00,2809.00
PA,Fulton County,42057,Noncore,10.00,212.00
PA,Greene County,42059,Noncore,28.00,548.00
PA,Huntingdon County,42061,Micropolitan,93.00,640.00
PA,Indiana County,42063,Micropolitan,145.00,1396.00
PA,Jefferson County,42065,Noncore,87.00,768.00
PA,Juniata County,42067,Noncore,49.00,360.00
PA,Lackawanna County,42069,Medium metro,554.00,5151.00
PA,Lancaster County,42071,Medium metro,1131.00,9019.00
PA,Lawrence County,42073,Micropolitan,174.00,1753.00
PA,Lebanon County,42075,Small metro,248.00,2525.00
PA,Lehigh County,42077,Medium metro,1392.00,8925.00
PA,Luzerne County,42079,Medium metro,836.00,7055.00
PA,Lycoming County,42081,Small metro,355.00,2538.00
PA,McKean County,42083,Micropolitan,62.00,674.00
PA,Mercer County,42085,Medium metro,237.00,2314.00
PA,Mifflin County,42087,Micropolitan,199.00,1037.00
PA,Monroe County,42089,Small metro,295.00,2452.00
PA,Montgomery County,42091,Large fringe metro,2287.00,15120.00
PA,Montour County,42093,Small metro,430.00,2300.00
PA,Northampton County,42095,Medium metro,561.00,4641.00
PA,Northumberland County,42097,Micropolitan,211.00,1448.00
PA,Perry County,42099,Medium metro,39.00,526.00
PA,Philadelphia County,42101,Large central metro,3565.00,28081.00
PA,Pike County,42103,Large fringe metro,17.00,523.00
PA,Potter County,42105,Noncore,12.00,295.00
PA,Schuylkill County,42107,Micropolitan,319.00,2728.00
PA,Snyder County,42109,Micropolitan,20.00,384.00
PA,Somerset County,42111,Micropolitan,198.00,1528.00
PA,Sullivan County,42113,Noncore,17.00,130.00
PA,Susquehanna County,42115,Noncore,44.00,630.00
PA,Tioga County,42117,Noncore,92.00,626.00
PA,Union County,42119,Micropolitan,139.00,807.00
PA,Venango County,42121,Micropolitan,92.00,973.00
PA,Warren County,42123,Micropolitan,89.00,736.00
PA,Washington County,42125,Large fringe metro,290.00,4109.00
PA,Wayne County,42127,Noncore,79.00,944.00
PA,Westmoreland County,42129,Large fringe metro,583.00,6310.00
PA,Wyoming County,42131,Medium metro,31.00,299.00
PA,York County,42133,Medium metro,818.00,7338.00
RI,Bristol County,44001,Large fringe metro,79.00,576.00
RI,Kent County,44003,Large fringe metro,338.00,2677.00
RI,Newport County,44005,Large fringe metro,34.00,993.00
RI,Providence County,44007,Large central metro,2124.00,11980.00
RI,Washington County,44009,Large fringe metro,140.00,1801.00
SC,Abbeville County,45001,Micropolitan,16.00,345.00
SC,Aiken County,45003,Medium metro,226.00,2893.00
SC,Anderson County,45007,Medium metro,540.00,4361.00
SC,Bamberg County,45009,Noncore,11.00,256.00
SC,Barnwell County,45011,Noncore,17.00,281.00
SC,Beaufort County,45013,Small metro,179.00,2684.00
SC,Berkeley County,45015,Medium metro,134.00,2486.00
SC,Calhoun County,45017,Medium metro,17.00,207.00
SC,Charleston County,45019,Medium metro,824.00,8427.00
SC,Cherokee County,45021,Micropolitan,43.00,807.00
SC,Chester County,45023,Large fringe metro,34.00,529.00
SC,Chesterfield County,45025,Noncore,65.00,723.00
SC,Clarendon County,45027,Noncore,53.00,506.00
SC,Colleton County,45029,Noncore,114.00,924.00
SC,Darlington County,45031,Small metro,164.00,1084.00
SC,Dillon County,45033,Noncore,44.00,542.00
SC,Dorchester County,45035,Medium metro,126.00,1537.00
SC,Edgefield County,45037,Medium metro,10.00,313.00
SC,Fairfield County,45039,Medium metro,35.00,373.00
SC,Florence County,45041,Small metro,785.00,5191.00
SC,Georgetown County,45043,Micropolitan,215.00,1675.00
SC,Greenville County,45045,Medium metro,1121.00,9480.00
SC,Greenwood County,45047,Micropolitan,240.00,1884.00
SC,Hampton County,45049,Noncore,30.00,287.00
SC,Horry County,45051,Medium metro,630.00,7230.00
SC,Jasper County,45053,Small metro,60.00,514.00
SC,Kershaw County,45055,Medium metro,92.00,1080.00
SC,Lancaster County,45057,Large fringe metro,132.00,1344.00
SC,Laurens County,45059,Medium metro,118.00,1252.00
SC,Lee County,45061,Noncore,13.00,207.00
SC,Lexington County,45063,Medium metro,454.00,4907.00
SC,Marion County,45067,Noncore,63.00,556.00
SC,Newberry County,45071,Micropolitan,77.00,662.00
SC,Oconee County,45073,Micropolitan,139.00,1600.00
SC,Orangeburg County,45075,Micropolitan,255.00,1928.00
SC,Pickens County,45077,Medium metro,205.00,1654.00
SC,Richland County,45079,Medium metro,808.00,7253.00
SC,Saluda County,45081,Medium metro,15.00,261.00
SC,Spartanburg County,45083,Medium metro,1025.00,6923.00
SC,Sumter County,45085,Small metro,204.00,1946.00
SC,Union County,45087,Medium metro,20.00,465.00
SC,Williamsburg County,45089,Noncore,33.00,456.00
SC,York County,45091,Large fringe metro,359.00,3748.00
SD,Beadle County,46005,Micropolitan,33.00,245.00
SD,Bon Homme County,46009,Noncore,15.00,127.00
SD,Brookings County,46011,Micropolitan,33.00,307.00
SD,Brown County,46013,Micropolitan,115.00,706.00
SD,Butte County,46019,Noncore,16.00,124.00
SD,Codington County,46029,Micropolitan,65.00,446.00
SD,Davison County,46035,Micropolitan,66.00,369.00
SD,Day County,46037,Noncore,24.00,121.00
SD,Douglas County,46043,Noncore,11.00,66.00
SD,Grant County,46051,Noncore,35.00,149.00
SD,Gregory County,46053,Noncore,24.00,104.00
SD,Hamlin County,46057,Noncore,39.00,120.00
SD,Hughes County,46065,Micropolitan,43.00,302.00
SD,Hutchinson County,46067,Noncore,23.00,158.00
SD,Jerauld County,46073,Noncore,15.00,38.00
SD,Lake County,46079,Noncore,16.00,132.00
SD,Lawrence County,46081,Micropolitan,36.00,354.00
SD,Lincoln County,46083,Small metro,47.00,427.00
SD,McCook County,46087,Small metro,24.00,97.00
SD,Meade County,46093,Small metro,37.00,313.00
SD,Minnehaha County,46099,Small metro,815.00,4559.00
SD,Moody County,46101,Noncore,11.00,85.00
SD,Pennington County,46103,Small metro,234.00,2202.00
SD,Roberts County,46109,Noncore,25.00,146.00
SD,Spink County,46115,Noncore,22.00,110.00
SD,Todd County,46121,Noncore,10.00,94.00
SD,Turner County,46125,Small metro,41.00,168.00
SD,Union County,46127,Small metro,12.00,126.00
SD,Walworth County,46129,Noncore,11.00,101.00
SD,Yankton County,46135,Micropolitan,68.00,492.00
TN,Anderson County,47001,Medium metro,184.00,1981.00
TN,Bedford County,47003,Micropolitan,57.00,624.00
TN,Benton County,47005,Noncore,11.00,281.00
TN,Blount County,47009,Medium metro,178.00,2459.00
TN,Bradley County,47011,Small metro,142.00,1972.00
TN,Campbell County,47013,Medium metro,33.00,869.00
TN,Cannon County,47015,Large fringe metro,19.00,220.00
TN,Carroll County,47017,Noncore,63.00,631.00
TN,Carter County,47019,Small metro,107.00,1139.00
TN,Cheatham County,47021,Large fringe metro,10.00,497.00
TN,Chester County,47023,Small metro,14.00,227.00
TN,Claiborne County,47025,Noncore,51.00,624.00
TN,Clay County,47027,Noncore,24.00,137.00
TN,Cocke County,47029,Micropolitan,84.00,808.00
TN,Coffee County,47031,Micropolitan,79.00,1070.00
TN,Crockett County,47033,Small metro,32.00,265.00
TN,Cumberland County,47035,Micropolitan,129.00,1490.00
TN,Davidson County,47037,Large central metro,2078.00,16542.00
TN,DeKalb County,47041,Noncore,25.00,352.00
TN,Dickson County,47043,Large fringe metro,152.00,1050.00
TN,Dyer County,47045,Micropolitan,97.00,846.00
TN,Fayette County,47047,Large fringe metro,28.00,434.00
TN,Fentress County,47049,Noncore,20.00,291.00
TN,Franklin County,47051,Micropolitan,75.00,822.00
TN,Gibson County,47053,Noncore,57.00,984.00
TN,Giles County,47055,Noncore,56.00,608.00
TN,Grainger County,47057,Medium metro,16.00,349.00
TN,Greene County,47059,Micropolitan,91.00,1369.00
TN,Hamblen County,47063,Small metro,163.00,1565.00
TN,Hamilton County,47065,Medium metro,923.00,9441.00
TN,Hardeman County,47069,Noncore,22.00,366.00
TN,Hardin County,47071,Noncore,30.00,553.00
TN,Hawkins County,47073,Medium metro,26.00,860.00
TN,Haywood County,47075,Noncore,13.00,237.00
TN,Henderson County,47077,Noncore,43.00,460.00
TN,Henry County,47079,Micropolitan,50.00,745.00
TN,Houston County,47083,Noncore,12.00,204.00
TN,Jefferson County,47089,Small metro,107.00,1078.00
TN,Johnson County,47091,Noncore,18.00,246.00
TN,Knox County,47093,Medium metro,1098.00,11797.00
TN,Lawrence County,47099,Micropolitan,47.00,752.00
TN,Lewis County,47101,Noncore,10.00,202.00
TN,Lincoln County,47103,Noncore,38.00,598.00
TN,Loudon County,47105,Medium metro,35.00,808.00
TN,McMinn County,47107,Micropolitan,60.00,1108.00
TN,McNairy County,47109,Noncore,21.00,422.00
