State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
AK,Anchorage Municipality,2020,Medium metro,204.00,3143.00
AK,Bethel Census Area,2050,Noncore,17.00,154.00
AK,Fairbanks North Star Borough,2090,Small metro,47.00,741.00
AK,Kenai Peninsula Borough,2122,Noncore,14.00,501.00
AK,Matanuska-Susitna Borough,2170,Medium metro,47.00,873.00
AL,Autauga County,1001,Medium metro,97.00,794.00
AL,Baldwin County,1003,Small metro,268.00,3656.00
AL,Barbour County,1005,Noncore,41.00,434.00
AL,Bibb County,1007,Large fringe metro,31.00,303.00
AL,Blount County,1009,Large fringe metro,50.00,797.00
AL,Butler County,1013,Noncore,32.00,375.00
AL,Calhoun County,1015,Small metro,306.00,2547.00
AL,Chambers County,1017,Micropolitan,39.00,570.00
AL,Cherokee County,1019,Noncore,17.00,442.00
AL,Chilton County,1021,Large fringe metro,32.00,622.00
AL,Choctaw County,1023,Noncore,16.00,191.00
AL,Clarke County,1025,Noncore,17.00,452.00
AL,Clay County,1027,Noncore,36.00,308.00
AL,Cleburne County,1029,Noncore,15.00,226.00
AL,Coffee County,1031,Micropolitan,87.00,854.00
AL,Colbert County,1033,Small metro,175.00,1150.00
AL,Conecuh County,1035,Noncore,11.00,207.00
AL,Covington County,1039,Noncore,112.00,883.00
AL,Crenshaw County,1041,Noncore,32.00,286.00
AL,Cullman County,1043,Micropolitan,217.00,1816.00
AL,Dale County,1045,Micropolitan,78.00,714.00
AL,Dallas County,1047,Micropolitan,118.00,840.00
AL,DeKalb County,1049,Noncore,111.00,1179.00
AL,Elmore County,1051,Medium metro,59.00,1083.00
AL,Escambia County,1053,Noncore,60.00,662.00
AL,Etowah County,1055,Small metro,391.00,2770.00
AL,Fayette County,1057,Noncore,26.00,256.00
AL,Franklin County,1059,Noncore,30.00,499.00
AL,Geneva County,1061,Small metro,39.00,527.00
AL,Hale County,1065,Small metro,20.00,247.00
AL,Houston County,1069,Small metro,582.00,3395.00
AL,Jackson County,1071,Micropolitan,71.00,1050.00
AL,Jefferson County,1073,Large central metro,2266.00,17697.00
AL,Lamar County,1075,Noncore,12.00,181.00
AL,Lauderdale County,1077,Small metro,279.00,2441.00
AL,Lawrence County,1079,Small metro,27.00,521.00
AL,Lee County,1081,Small metro,317.00,2125.00
AL,Limestone County,1083,Medium metro,122.00,1378.00
AL,Macon County,1087,Noncore,11.00,259.00
AL,Madison County,1089,Medium metro,705.00,7121.00
AL,Marengo County,1091,Noncore,53.00,432.00
AL,Marion County,1093,Noncore,75.00,658.00
AL,Marshall County,1095,Micropolitan,209.00,2048.00
AL,Mobile County,1097,Medium metro,993.00,9086.00
AL,Monroe County,1099,Noncore,22.00,374.00
AL,Montgomery County,1101,Medium metro,922.00,5548.00
AL,Morgan County,1103,Small metro,251.00,2320.00
AL,Pickens County,1107,Small metro,14.00,264.00
AL,Pike County,1109,Micropolitan,68.00,508.00
AL,Randolph County,1111,Noncore,15.00,359.00
AL,Russell County,1113,Medium metro,53.00,669.00
AL,St. Clair County,1115,Large fringe metro,108.00,1330.00
AL,Shelby County,1117,Large fringe metro,181.00,2312.00
AL,Talladega County,1121,Micropolitan,125.00,1470.00
AL,Tallapoosa County,1123,Noncore,111.00,914.00
AL,Tuscaloosa County,1125,Small metro,612.00,4040.00
AL,Walker County,1127,Large fringe metro,201.00,1699.00
AL,Washington County,1129,Noncore,11.00,212.00
AL,Winston County,1133,Noncore,34.00,447.00
AR,Arkansas County,5001,Noncore,11.00,344.00
AR,Ashley County,5003,Noncore,12.00,305.00
AR,Baxter County,5005,Micropolitan,168.00,1506.00
AR,Benton County,5007,Medium metro,470.00,3337.00
AR,Boone County,5009,Micropolitan,77.00,721.00
AR,Bradley County,5011,Noncore,18.00,158.00
AR,Carroll County,5015,Noncore,17.00,346.00
AR,Chicot County,5017,Noncore,23.00,183.00
AR,Clark County,5019,Micropolitan,25.00,354.00
AR,Clay County,5021,Noncore,30.00,293.00
AR,Cleburne County,5023,Noncore,35.00,463.00
AR,Columbia County,5027,Micropolitan,54.00,420.00
AR,Conway County,5029,Noncore,10.00,309.00
AR,Craighead County,5031,Small metro,570.00,3710.00
AR,Crawford County,5033,Medium metro,37.00,736.00
AR,Crittenden County,5035,Large fringe metro,38.00,598.00
AR,Cross County,5037,Noncore,18.00,279.00
AR,Dallas County,5039,Noncore,14.00,150.00
AR,Drew County,5043,Noncore,20.00,336.00
AR,Faulkner County,5045,Medium metro,238.00,1899.00
AR,Franklin County,5047,Noncore,21.00,283.00
AR,Fulton County,5049,Noncore,34.00,277.00
AR,Garland County,5051,Small metro,384.00,3099.00
AR,Grant County,5053,Medium metro,12.00,214.00
AR,Greene County,5055,Micropolitan,55.00,647.00
AR,Hempstead County,5057,Noncore,19.00,286.00
AR,Hot Spring County,5059,Micropolitan,20.00,479.00
AR,Howard County,5061,Noncore,17.00,218.00
AR,Independence County,5063,Micropolitan,180.00,992.00
AR,Izard County,5065,Noncore,21.00,264.00
AR,Jackson County,5067,Noncore,14.00,277.00
AR,Jefferson County,5069,Small metro,189.00,1491.00
AR,Johnson County,5071,Noncore,22.00,342.00
AR,Lawrence County,5075,Noncore,20.00,226.00
AR,Lincoln County,5079,Small metro,14.00,148.00
AR,Little River County,5081,Small metro,32.00,229.00
AR,Logan County,5083,Noncore,21.00,366.00
AR,Lonoke County,5085,Medium metro,39.00,731.00
AR,Marion County,5089,Noncore,24.00,299.00
AR,Miller County,5091,Small metro,21.00,510.00
AR,Mississippi County,5093,Micropolitan,41.00,605.00
AR,Montgomery County,5097,Noncore,13.00,150.00
AR,Nevada County,5099,Noncore,12.00,118.00
AR,Newton County,5101,Micropolitan,13.00,130.00
AR,Ouachita County,5103,Micropolitan,50.00,467.00
AR,Phillips County,5107,Micropolitan,22.00,304.00
AR,Poinsett County,5111,Small metro,15.00,263.00
AR,Polk County,5113,Noncore,69.00,392.00
AR,Pope County,5115,Micropolitan,76.00,1088.00
AR,Pulaski County,5119,Medium metro,1306.00,11253.00
AR,Randolph County,5121,Noncore,24.00,255.00
AR,Saline County,5125,Medium metro,141.00,1624.00
AR,Scott County,5127,Noncore,13.00,185.00
AR,Searcy County,5129,Noncore,11.00,143.00
AR,Sebastian County,5131,Medium metro,527.00,3936.00
AR,Sharp County,5135,Noncore,16.00,321.00
AR,Stone County,5137,Noncore,16.00,250.00
AR,Union County,5139,Micropolitan,108.00,918.00
AR,Washington County,5143,Medium metro,479.00,3982.00
AR,White County,5145,Micropolitan,177.00,1642.00
AR,Yell County,5149,Micropolitan,28.00,281.00
AZ,Apache County,4001,Noncore,113.00,906.00
AZ,Cochise County,4003,Small metro,130.00,1824.00
AZ,Coconino County,4005,Small metro,269.00,2018.00
AZ,Gila County,4007,Micropolitan,111.00,1173.00
AZ,Graham County,4009,Micropolitan,58.00,524.00
AZ,La Paz County,4012,Noncore,21.00,422.00
AZ,Maricopa County,4013,Large central metro,10412.00,70953.00
AZ,Mohave County,4015,Small metro,639.00,5918.00
AZ,Navajo County,4017,Micropolitan,189.00,1776.00
AZ,Pima County,4019,Medium metro,2749.00,20879.00
AZ,Pinal County,4021,Large fringe metro,373.00,4484.00
AZ,Santa Cruz County,4023,Micropolitan,23.00,380.00
AZ,Yavapai County,4025,Small metro,439.00,5358.00
AZ,Yuma County,4027,Small metro,727.00,3530.00
CA,Alameda County,6001,Large central metro,1445.00,17881.00
CA,Amador County,6005,Noncore,55.00,654.00
CA,Butte County,6007,Small metro,272.00,3758.00
CA,Calaveras County,6009,Noncore,19.00,607.00
CA,Colusa County,6011,Noncore,19.00,181.00
CA,Contra Costa County,6013,Large fringe metro,793.00,13265.00
CA,El Dorado County,6017,Large fringe metro,119.00,2320.00
CA,Fresno County,6019,Medium metro,1813.00,14282.00
CA,Glenn County,6021,Noncore,33.00,330.00
CA,Humboldt County,6023,Micropolitan,47.00,2057.00
CA,Imperial County,6025,Small metro,589.00,2252.00
CA,Inyo County,6027,Noncore,28.00,312.00
CA,Kern County,6029,Medium metro,1399.00,11473.00
CA,Kings County,6031,Small metro,325.00,1689.00
CA,Lake County,6033,Micropolitan,55.00,1023.00
CA,Lassen County,6035,Micropolitan,18.00,302.00
CA,Los Angeles County,6037,Large central metro,23077.00,130593.00
CA,Madera County,6039,Small metro,219.00,1645.00
CA,Marin County,6041,Large fringe metro,208.00,3336.00
CA,Mendocino County,6045,Micropolitan,46.00,1391.00
CA,Merced County,6047,Medium metro,313.00,2610.00
CA,Modoc County,6049,Noncore,10.00,144.00
CA,Monterey County,6053,Medium metro,569.00,4723.00
CA,Napa County,6055,Small metro,94.00,2044.00
CA,Nevada County,6057,Micropolitan,89.00,1655.00
CA,Orange County,6059,Large central metro,5917.00,39450.00
CA,Placer County,6061,Large fringe metro,476.00,6669.00
CA,Riverside County,6065,Large central metro,5229.00,33126.00
CA,Sacramento County,6067,Large central metro,1757.00,21446.00
CA,San Benito County,6069,Large fringe metro,53.00,510.00
CA,San Bernardino County,6071,Large fringe metro,5681.00,30875.00
CA,San Diego County,6073,Large central metro,4462.00,40928.00
CA,San Francisco County,6075,Large central metro,514.00,10493.00
CA,San Joaquin County,6077,Medium metro,1432.00,10343.00
CA,San Luis Obispo County,6079,Medium metro,243.00,3762.00
CA,San Mateo County,6081,Large fringe metro,611.00,7812.00
CA,Santa Barbara County,6083,Medium metro,531.00,5674.00
CA,Santa Clara County,6085,Large central metro,1844.00,19036.00
CA,Santa Cruz County,6087,Medium metro,273.00,2926.00
CA,Shasta County,6089,Small metro,261.00,4182.00
CA,Siskiyou County,6093,Noncore,30.00,854.00
CA,Solano County,6095,Medium metro,419.00,5790.00
CA,Sonoma County,6097,Medium metro,402.00,6953.00
CA,Stanislaus County,6099,Medium metro,1462.00,9559.00
CA,Sutter County,6101,Small metro,53.00,960.00
CA,Tehama County,6103,Micropolitan,65.00,944.00
CA,Tulare County,6107,Medium metro,861.00,5715.00
CA,Tuolumne County,6109,Micropolitan,73.00,1095.00
CA,Ventura County,6111,Medium metro,1100.00,10293.00
CA,Yolo County,6113,Large fringe metro,175.00,1990.00
CA,Yuba County,6115,Small metro,128.00,1328.00
CO,Adams County,8001,Large fringe metro,847.00,6593.00
CO,Alamosa County,8003,Noncore,34.00,250.00
CO,Arapahoe County,8005,Large fringe metro,855.00,7635.00
CO,Bent County,8011,Noncore,13.00,90.00
CO,Boulder County,8013,Medium metro,360.00,3982.00
CO,Broomfield County,8014,Large fringe metro,52.00,508.00
CO,Chaffee County,8015,Noncore,20.00,264.00
CO,Conejos County,8021,Noncore,13.00,127.00
CO,Delta County,8029,Noncore,60.00,566.00
CO,Denver County,8031,Large central metro,804.00,8621.00
CO,Douglas County,8035,Large fringe metro,298.00,2925.00
CO,Elbert County,8039,Large fringe metro,11.00,161.00
CO,El Paso County,8041,Medium metro,1039.00,9397.00
CO,Fremont County,8043,Micropolitan,36.00,782.00
CO,Garfield County,8045,Micropolitan,51.00,588.00
CO,Huerfano County,8055,Noncore,15.00,181.00
CO,Jefferson County,8059,Large fringe metro,840.00,8337.00
CO,La Plata County,8067,Micropolitan,67.00,713.00
CO,Larimer County,8069,Medium metro,319.00,4541.00
CO,Logan County,8075,Micropolitan,58.00,351.00
CO,Mesa County,8077,Small metro,312.00,3224.00
CO,Moffat County,8081,Micropolitan,24.00,187.00
CO,Montrose County,8085,Micropolitan,70.00,725.00
CO,Morgan County,8087,Micropolitan,69.00,407.00
CO,Otero County,8089,Noncore,30.00,321.00
CO,Prowers County,8099,Noncore,17.00,184.00
CO,Pueblo County,8101,Small metro,426.00,3656.00
CO,Routt County,8107,Micropolitan,16.00,181.00
CO,Teller County,8119,Medium metro,11.00,226.00
CO,Weld County,8123,Medium metro,308.00,2913.00
CO,Yuma County,8125,Noncore,14.00,144.00
CT,Fairfield County,9001,Medium metro,2286.00,12203.00
CT,Hartford County,9003,Large central metro,2546.00,15294.00
CT,Litchfield County,9005,Micropolitan,227.00,2395.00
CT,Middlesex County,9007,Large fringe metro,374.00,2358.00
CT,New Haven County,9009,Medium metro,2227.00,14874.00
CT,New London County,9011,Medium metro,431.00,3908.00
CT,Tolland County,9013,Large fringe metro,99.00,1190.00
CT,Windham County,9015,Medium metro,151.00,1509.00
DC,District of Columbia,11001,Large central metro,1492.00,11218.00
DE,Kent County,10001,Small metro,343.00,3111.00
DE,New Castle County,10003,Large fringe metro,908.00,9043.00
DE,Sussex County,10005,Medium metro,505.00,4319.00
FL,Alachua County,12001,Medium metro,694.00,6274.00
FL,Baker County,12003,Large fringe metro,12.00,285.00
FL,Bay County,12005,Small metro,423.00,3607.00
FL,Brevard County,12009,Medium metro,922.00,12956.00
FL,Broward County,12011,Large fringe metro,3152.00,27675.00
FL,Calhoun County,12013,Noncore,17.00,277.00
FL,Charlotte County,12015,Small metro,398.00,5083.00
FL,Citrus County,12017,Small metro,374.00,4676.00
FL,Clay County,12019,Large fringe metro,387.00,3948.00
FL,Collier County,12021,Medium metro,603.00,6516.00
FL,Columbia County,12023,Micropolitan,171.00,1734.00
FL,DeSoto County,12027,Micropolitan,27.00,533.00
FL,Duval County,12031,Large central metro,1759.00,18083.00
FL,Escambia County,12033,Medium metro,901.00,8507.00
FL,Flagler County,12035,Medium metro,126.00,2431.00
FL,Gadsden County,12039,Medium metro,16.00,490.00
FL,Hendry County,12051,Micropolitan,27.00,363.00
FL,Hernando County,12053,Large fringe metro,423.00,5007.00
FL,Highlands County,12055,Small metro,353.00,3158.00
FL,Hillsborough County,12057,Large central metro,1883.00,21605.00
FL,Holmes County,12059,Noncore,21.00,413.00
FL,Indian River County,12061,Small metro,227.00,3740.00
FL,Jackson County,12063,Noncore,97.00,968.00
FL,Lake County,12069,Large fringe metro,623.00,7404.00
FL,Lee County,12071,Medium metro,998.00,13338.00
FL,Leon County,12073,Medium metro,611.00,5345.00
FL,Levy County,12075,Noncore,20.00,676.00
FL,Madison County,12079,Noncore,11.00,271.00
FL,Manatee County,12081,Medium metro,652.00,7709.00
FL,Marion County,12083,Medium metro,929.00,9296.00
FL,Martin County,12085,Medium metro,421.00,3606.00
FL,Miami-Dade County,12086,Large central metro,6025.00,40031.00
FL,Monroe County,12087,Micropolitan,27.00,887.00
FL,Nassau County,12089,Large fringe metro,47.00,1164.00
FL,Okaloosa County,12091,Small metro,331.00,3437.00
FL,Okeechobee County,12093,Micropolitan,68.00,735.00
FL,Orange County,12095,Large central metro,1609.00,17971.00
FL,Osceola County,12097,Large fringe metro,555.00,4639.00
FL,Palm Beach County,12099,Large fringe metro,2956.00,27534.00
FL,Pasco County,12101,Large fringe metro,758.00,10950.00
FL,Pinellas County,12103,Large central metro,1634.00,21869.00
FL,Polk County,12105,Medium metro,1217.00,12634.00
FL,Putnam County,12107,Micropolitan,99.00,1464.00
FL,St. Johns County,12109,Large fringe metro,98.00,2889.00
FL,St. Lucie County,12111,Medium metro,457.00,5964.00
FL,Santa Rosa County,12113,Medium metro,134.00,1986.00
FL,Sarasota County,12115,Medium metro,916.00,10493.00
FL,Seminole County,12117,Large fringe metro,398.00,5868.00
FL,Sumter County,12119,Small metro,293.00,3986.00
FL,Suwannee County,12121,Noncore,26.00,577.00
FL,Union County,12125,Noncore,27.00,193.00
FL,Volusia County,12127,Medium metro,838.00,12941.00
FL,Wakulla County,12129,Medium metro,11.00,346.00
FL,Walton County,12131,Small metro,99.00,1117.00
FL,Washington County,12133,Noncore,36.00,447.00
GA,Appling County,13001,Noncore,33.00,229.00
GA,Bacon County,13005,Noncore,48.00,243.00
GA,Baldwin County,13009,Micropolitan,111.00,817.00
GA,Barrow County,13013,Large fringe metro,40.00,706.00
GA,Bartow County,13015,Large fringe metro,164.00,1783.00
GA,Ben Hill County,13017,Micropolitan,62.00,349.00
GA,Berrien County,13019,Noncore,12.00,250.00
GA,Bibb County,13021,Small metro,669.00,5010.00
GA,Bleckley County,13023,Noncore,20.00,175.00
GA,Brooks County,13027,Small metro,14.00,299.00
GA,Bulloch County,13031,Micropolitan,127.00,1162.00
GA,Burke County,13033,Medium metro,16.00,307.00
GA,Butts County,13035,Large fringe metro,32.00,376.00
GA,Camden County,13039,Micropolitan,24.00,448.00
GA,Candler County,13043,Noncore,45.00,255.00
GA,Carroll County,13045,Large fringe metro,323.00,2311.00
GA,Catoosa County,13047,Medium metro,48.00,934.00
GA,Chatham County,13051,Medium metro,665.00,6335.00
GA,Cherokee County,13057,Large fringe metro,210.00,2491.00
GA,Clarke County,13059,Small metro,447.00,2964.00
GA,Clayton County,13063,Large fringe metro,186.00,2325.00
GA,Clinch County,13065,Noncore,10.00,136.00
GA,Cobb County,13067,Large fringe metro,1092.00,9761.00
GA,Coffee County,13069,Micropolitan,140.00,727.00
GA,Colquitt County,13071,Micropolitan,122.00,917.00
GA,Columbia County,13073,Medium metro,38.00,1116.00
GA,Cook County,13075,Noncore,12.00,181.00
GA,Coweta County,13077,Large fringe metro,212.00,1886.00
GA,Crisp County,13081,Micropolitan,102.00,590.00
GA,Decatur County,13087,Micropolitan,40.00,446.00
GA,DeKalb County,13089,Large fringe metro,761.00,8738.00
GA,Dodge County,13091,Noncore,97.00,397.00
GA,Dougherty County,13095,Small metro,415.00,2422.00
GA,Douglas County,13097,Large fringe metro,131.00,1333.00
GA,Early County,13099,Noncore,18.00,208.00
GA,Effingham County,13103,Medium metro,22.00,458.00
GA,Elbert County,13105,Noncore,22.00,359.00
GA,Emanuel County,13107,Noncore,59.00,407.00
GA,Evans County,13109,Noncore,14.00,155.00
GA,Fannin County,13111,Noncore,34.00,493.00
GA,Fayette County,13113,Large fringe metro,268.00,1874.00
GA,Floyd County,13115,Small metro,428.00,3006.00
GA,Forsyth County,13117,Large fringe metro,282.00,2801.00
GA,Franklin County,13119,Noncore,38.00,422.00
GA,Fulton County,13121,Large central metro,1800.00,16075.00
GA,Gilmer County,13123,Noncore,31.00,413.00
GA,Glynn County,13127,Small metro,212.00,1916.00
GA,Gordon County,13129,Micropolitan,117.00,920.00
GA,Grady County,13131,Noncore,30.00,320.00
GA,Greene County,13133,Noncore,23.00,305.00
GA,Gwinnett County,13135,Large fringe metro,855.00,7561.00
GA,Habersham County,13137,Micropolitan,69.00,637.00
GA,Hall County,13139,Small metro,824.00,4916.00
GA,Hancock County,13141,Micropolitan,13.00,129.00
GA,Haralson County,13143,Large fringe metro,12.00,445.00
GA,Hart County,13147,Noncore,13.00,331.00
GA,Henry County,13151,Large fringe metro,356.00,3328.00
GA,Houston County,13153,Small metro,244.00,2313.00
GA,Irwin County,13155,Noncore,15.00,161.00
GA,Jackson County,13157,Micropolitan,21.00,645.00
GA,Jasper County,13159,Large fringe metro,19.00,181.00
GA,Jeff Davis County,13161,Noncore,27.00,242.00
GA,Jefferson County,13163,Noncore,25.00,295.00
GA,Jenkins County,13165,Noncore,16.00,147.00
GA,Johnson County,13167,Micropolitan,16.00,147.00
GA,Lamar County,13171,Large fringe metro,21.00,218.00
GA,Laurens County,13175,Micropolitan,191.00,1384.00
GA,Liberty County,13179,Small metro,19.00,461.00
GA,Lowndes County,13185,Small metro,316.00,2088.00
GA,Lumpkin County,13187,Noncore,29.00,389.00
GA,McDuffie County,13189,Medium metro,15.00,285.00
GA,Meriwether County,13199,Large fringe metro,28.00,300.00
GA,Miller County,13201,Noncore,10.00,252.00
GA,Mitchell County,13205,Noncore,20.00,307.00
GA,Monroe County,13207,Small metro,42.00,419.00
GA,Murray County,13213,Small metro,24.00,470.00
GA,Muscogee County,13215,Medium metro,730.00,4991.00
GA,Newton County,13217,Large fringe metro,147.00,1315.00
GA,Oconee County,13219,Small metro,45.00,614.00
GA,Paulding County,13223,Large fringe metro,155.00,1346.00
GA,Peach County,13225,Small metro,20.00,308.00
GA,Pickens County,13227,Large fringe metro,90.00,675.00
GA,Polk County,13233,Micropolitan,15.00,529.00
GA,Pulaski County,13235,Small metro,50.00,224.00
GA,Putnam County,13237,Noncore,24.00,327.00
GA,Rabun County,13241,Noncore,22.00,302.00
GA,Richmond County,13245,Medium metro,1084.00,6770.00
GA,Rockdale County,13247,Large fringe metro,180.00,1450.00
GA,Spalding County,13255,Large fringe metro,246.00,2031.00
GA,Stephens County,13257,Micropolitan,38.00,511.00
GA,Sumter County,13261,Micropolitan,84.00,610.00
GA,Tattnall County,13267,Noncore,26.00,294.00
GA,Thomas County,13275,Micropolitan,195.00,1269.00
GA,Tift County,13277,Micropolitan,228.00,1124.00
GA,Toombs County,13279,Micropolitan,141.00,904.00
GA,Towns County,13281,Noncore,19.00,256.00
GA,Treutlen County,13283,Noncore,11.00,86.00
GA,Troup County,13285,Micropolitan,245.00,1460.00
GA,Twiggs County,13289,Small metro,11.00,146.00
GA,Union County,13291,Noncore,58.00,562.00
GA,Upson County,13293,Micropolitan,164.00,939.00
GA,Walker County,13295,Medium metro,34.00,896.00
GA,Walton County,13297,Large fringe metro,198.00,1522.00
GA,Ware County,13299,Micropolitan,188.00,1051.00
GA,Washington County,13303,Noncore,53.00,328.00
GA,Wayne County,13305,Micropolitan,65.00,591.00
GA,White County,13311,Noncore,17.00,368.00
GA,Whitfield County,13313,Small metro,239.00,1613.00
GA,Worth County,13321,Small metro,15.00,244.00
HI,Hawaii County,15001,Micropolitan,55.00,2749.00
HI,Honolulu County,15003,Medium metro,397.00,13026.00
HI,Maui County,15009,Small metro,57.00,1993.00
IA,Adair County,19001,Noncore,23.00,140.00
IA,Allamakee County,19005,Noncore,42.00,279.00
IA,Appanoose County,19007,Noncore,38.00,243.00
IA,Benton County,19011,Medium metro,37.00,274.00
IA,Black Hawk County,19013,Small metro,377.00,2492.00
IA,Boone County,19015,Micropolitan,16.00,358.00
IA,Bremer County,19017,Small metro,56.00,380.00
IA,Buchanan County,19019,Noncore,15.00,232.00
IA,Buena Vista County,19021,Micropolitan,28.00,247.00
IA,Butler County,19023,Noncore,16.00,197.00
IA,Carroll County,19027,Noncore,46.00,382.00
IA,Cass County,19029,Noncore,48.00,280.00
IA,Cedar County,19031,Noncore,10.00,213.00
IA,Cerro Gordo County,19033,Micropolitan,166.00,1221.00
IA,Cherokee County,19035,Noncore,31.00,248.00
IA,Clarke County,19039,Noncore,20.00,170.00
IA,Clay County,19041,Micropolitan,16.00,258.00
IA,Clayton County,19043,Noncore,50.00,286.00
IA,Clinton County,19045,Micropolitan,98.00,775.00
IA,Crawford County,19047,Noncore,35.00,235.00
IA,Dallas County,19049,Medium metro,73.00,694.00
IA,Davis County,19051,Micropolitan,18.00,100.00
IA,Delaware County,19055,Noncore,32.00,236.00
IA,Des Moines County,19057,Micropolitan,82.00,838.00
IA,Dickinson County,19059,Micropolitan,33.00,293.00
IA,Dubuque County,19061,Small metro,247.00,1628.00
IA,Emmet County,19063,Noncore,37.00,186.00
IA,Fayette County,19065,Noncore,28.00,328.00
IA,Floyd County,19067,Noncore,29.00,242.00
IA,Franklin County,19069,Noncore,11.00,170.00
IA,Grundy County,19075,Small metro,27.00,230.00
IA,Guthrie County,19077,Medium metro,18.00,160.00
IA,Hamilton County,19079,Noncore,43.00,241.00
IA,Hancock County,19081,Noncore,29.00,172.00
IA,Hardin County,19083,Noncore,28.00,283.00
IA,Harrison County,19085,Medium metro,54.00,284.00
IA,Henry County,19087,Noncore,30.00,328.00
IA,Howard County,19089,Noncore,21.00,179.00
IA,Humboldt County,19091,Noncore,22.00,133.00
IA,Ida County,19093,Noncore,32.00,164.00
IA,Iowa County,19095,Noncore,12.00,268.00
IA,Jackson County,19097,Noncore,27.00,321.00
IA,Jasper County,19099,Micropolitan,39.00,455.00
IA,Jefferson County,19101,Micropolitan,21.00,252.00
IA,Johnson County,19103,Small metro,327.00,3159.00
IA,Jones County,19105,Medium metro,31.00,280.00
IA,Keokuk County,19107,Noncore,21.00,161.00
IA,Kossuth County,19109,Noncore,46.00,249.00
IA,Lee County,19111,Micropolitan,37.00,562.00
IA,Linn County,19113,Medium metro,401.00,3458.00
IA,Louisa County,19115,Noncore,26.00,110.00
IA,Lucas County,19117,Noncore,14.00,153.00
IA,Lyon County,19119,Noncore,24.00,123.00
IA,Madison County,19121,Medium metro,11.00,166.00
IA,Mahaska County,19123,Micropolitan,49.00,362.00
IA,Marion County,19125,Noncore,58.00,488.00
IA,Marshall County,19127,Micropolitan,55.00,740.00
IA,Mitchell County,19131,Noncore,40.00,224.00
IA,Monona County,19133,Noncore,25.00,239.00
IA,Monroe County,19135,Noncore,26.00,153.00
IA,Montgomery County,19137,Noncore,33.00,250.00
IA,Muscatine County,19139,Micropolitan,74.00,573.00
IA,O'Brien County,19141,Noncore,48.00,292.00
IA,Osceola County,19143,Noncore,10.00,112.00
IA,Page County,19145,Noncore,11.00,272.00
IA,Palo Alto County,19147,Noncore,19.00,183.00
IA,Plymouth County,19149,Small metro,46.00,344.00
IA,Pocahontas County,19151,Noncore,15.00,123.00
IA,Polk County,19153,Medium metro,988.00,8440.00
IA,Pottawattamie County,19155,Medium metro,186.00,1633.00
IA,Poweshiek County,19157,Noncore,31.00,329.00
IA,Ringgold County,19159,Noncore,20.00,146.00
IA,Sac County,19161,Noncore,12.00,170.00
IA,Scott County,19163,Medium metro,289.00,3138.00
IA,Shelby County,19165,Noncore,33.00,224.00
IA,Sioux County,19167,Noncore,49.00,364.00
IA,Story County,19169,Small metro,92.00,1037.00
IA,Tama County,19171,Noncore,41.00,211.00
IA,Union County,19175,Noncore,20.00,238.00
IA,Van Buren County,19177,Noncore,13.00,121.00
IA,Wapello County,19179,Micropolitan,81.00,589.00
IA,Warren County,19181,Medium metro,50.00,541.00
IA,Washington County,19183,Small metro,45.00,359.00
IA,Wayne County,19185,Noncore,20.00,125.00
IA,Webster County,19187,Micropolitan,121.00,910.00
IA,Winnebago County,19189,Noncore,17.00,154.00
IA,Winneshiek County,19191,Noncore,33.00,252.00
IA,Woodbury County,19193,Small metro,378.00,2207.00
IA,Wright County,19197,Noncore,24.00,224.00
ID,Ada County,16001,Medium metro,713.00,6846.00
ID,Bannock County,16005,Small metro,131.00,1364.00
ID,Bingham County,16011,Micropolitan,34.00,545.00
ID,Bonner County,16017,Micropolitan,26.00,574.00
ID,Bonneville County,16019,Small metro,264.00,2052.00
ID,Canyon County,16027,Medium metro,266.00,2588.00
ID,Cassia County,16031,Micropolitan,10.00,317.00
ID,Clearwater County,16035,Noncore,13.00,161.00
ID,Gem County,16045,Medium metro,17.00,337.00
ID,Gooding County,16047,Noncore,10.00,227.00
ID,Idaho County,16049,Noncore,15.00,254.00
ID,Kootenai County,16055,Small metro,265.00,3038.00
ID,Madison County,16065,Micropolitan,21.00,344.00
ID,Minidoka County,16067,Micropolitan,20.00,234.00
ID,Nez Perce County,16069,Small metro,59.00,901.00
ID,Owyhee County,16073,Medium metro,18.00,174.00
ID,Payette County,16075,Micropolitan,15.00,316.00
ID,Shoshone County,16079,Noncore,18.00,205.00
ID,Twin Falls County,16083,Micropolitan,199.00,1604.00
ID,Washington County,16087,Noncore,11.00,192.00
IL,Adams County,17001,Micropolitan,237.00,1725.00
IL,Bond County,17005,Large fringe metro,18.00,225.00
IL,Boone County,17007,Medium metro,41.00,558.00
IL,Bureau County,17011,Micropolitan,82.00,654.00
IL,Carroll County,17015,Noncore,13.00,198.00
IL,Cass County,17017,Noncore,22.00,134.00
IL,Champaign County,17019,Small metro,298.00,3190.00
IL,Christian County,17021,Micropolitan,48.00,540.00
IL,Clark County,17023,Noncore,22.00,231.00
IL,Clay County,17025,Noncore,26.00,215.00
IL,Clinton County,17027,Large fringe metro,24.00,474.00
IL,Coles County,17029,Micropolitan,112.00,993.00
IL,Cook County,17031,Large central metro,10637.00,77777.00
IL,Crawford County,17033,Noncore,29.00,252.00
IL,Cumberland County,17035,Micropolitan,14.00,141.00
IL,DeKalb County,17037,Large fringe metro,126.00,1331.00
